controlNumber,instrumentId,localName,englishName,alternateName,province,city,ethnolinguistic,fileName,fileType,declaredSizeMb,bytes,relativePath,sourcePath,sourceUrl,caption,status
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_PIECE1_SuwaSuwa.mp3,audio/mpeg,2.278,2388680,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_PIECE1_SuwaSuwa.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_PIECE1_SuwaSuwa.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_PIECE1_SuwaSuwa.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N16_P1_S3.mp3,audio/mpeg,0.021,21777,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N16_P1_S3.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S3.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S3.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N4_P1_S3.mp3,audio/mpeg,0.022,23031,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N4_P1_S3.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N4_P1_S3.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N4_P1_S3.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_PIECE2_Magellan .mp3,audio/mpeg,1.405,1472932,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_PIECE2_Magellan .mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_PIECE2_Magellan .mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_PIECE2_Magellan%20.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N8_P1_S1.mp3,audio/mpeg,0.020,20524,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N8_P1_S1.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S1.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S1.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N5_P1_S1.mp3,audio/mpeg,0.015,15926,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N5_P1_S1.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N5_P1_S1.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N5_P1_S1.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N8_P1_S6.mp3,audio/mpeg,0.018,18434,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N8_P1_S6.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S6.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S6.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N12_P1_S3.mp3,audio/mpeg,0.017,17598,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N12_P1_S3.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S3.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S3.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N12_P1_S5.mp3,audio/mpeg,0.020,20524,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N12_P1_S5.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S5.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S5.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N8_P1_S2.mp3,audio/mpeg,0.017,18016,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N8_P1_S2.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S2.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N8_P1_S2.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N12_P1_S2.mp3,audio/mpeg,0.017,17598,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N12_P1_S2.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S2.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N12_P1_S2.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N11_P1_S4.mp3,audio/mpeg,0.018,18434,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N11_P1_S4.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N11_P1_S4.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N11_P1_S4.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N16_P1_S10.mp3,audio/mpeg,0.016,16762,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N16_P1_S10.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S10.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S10.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N9_P1_S2.mp3,audio/mpeg,0.016,16344,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N9_P1_S2.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N9_P1_S2.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N9_P1_S2.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N16_P1_S8.mp3,audio/mpeg,0.018,18852,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N16_P1_S8.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S8.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S8.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N16_P1_S6.mp3,audio/mpeg,0.020,20942,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N16_P1_S6.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S6.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S6.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N16_P1_S5.mp3,audio/mpeg,0.020,20524,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N16_P1_S5.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S5.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N16_P1_S5.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N10_P1_S3.mp3,audio/mpeg,0.016,17180,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N10_P1_S3.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N10_P1_S3.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N10_P1_S3.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
PIISD02596,SW5zdHJ1bWVudFR5cGU6MjU5Ng==,Gabbang,Bamboo xylophone,,Sulu,Jolo,Tausug,ILGN_TSG_Gabbang_N7_P1_S1.mp3,audio/mpeg,0.021,21777,audio/PIISD02596__gabbang/ILGN_TSG_Gabbang_N7_P1_S1.mp3,media/PIISD02596/audio/ILGN_TSG_Gabbang_N7_P1_S1.mp3,https://katunog.asti.dost.gov.ph/files/media/PIISD02596/audio/ILGN_TSG_Gabbang_N7_P1_S1.mp3,Fieldwork Filename Description: Location _ Ethnic Group _ Instrument Name _ Note number _ Playing Style number _ Sample Number . mp3. See image file _Readme - Filename Description.jpg for the complete details.,optimized-audio-only
